"x","y","p"
90,87,0
90,88,0
90,89,0
90,90,0
90,91,0
90,92,0
90,93,0
90,94,0
90,95,0
90,96,0
90,97,0
90,98,1
90,99,0
90,100,0
90,101,0
90,102,0
90,103,0
90,104,0
90,105,0
90,106,0
90,107,0
90,108,0
90,109,5
90,110,5
90,111,5
90,112,4
90,113,3
90,114,2
90,115,3
90,116,4
90,117,1
90,118,0
91,26,3
91,27,4
91,28,4
91,29,4
91,30,4
91,31,4
91,32,4
91,33,4
91,34,5
91,35,3
91,36,4
91,37,3
91,38,3
91,39,0
91,40,0
91,41,0
91,42,0
91,43,5
91,44,5
91,45,4
91,46,3
91,47,0
91,48,0
91,49,0
91,50,5
91,51,5
91,52,4
91,53,1
91,54,2
91,55,1
91,56,2
91,57,3
91,58,1
91,59,2
91,60,3
91,61,3
91,62,5
91,63,3
91,64,5
91,65,3
91,66,2
91,67,2
91,68,0
91,69,5
91,70,5
91,71,1
91,72,0
91,73,0
91,74,0
91,75,0
91,76,5
91,77,3
91,78,5
91,79,4
91,80,4
91,81,0
91,82,0
91,83,0
91,84,0
91,85,0
91,86,0
91,87,0
91,88,0
91,89,0
91,90,0
91,91,0
91,92,0
91,93,0
91,94,0
91,95,0
91,96,0
91,97,0
91,98,0
91,99,0
91,100,0
91,101,0
91,102,0
91,103,0
91,104,0
91,105,0
91,106,0
91,107,0
91,108,5
91,109,3
91,110,4
91,111,4
91,112,5
91,113,3
91,114,4
91,115,4
91,116,4
91,117,2
91,118,2
92,26,3
92,27,3
92,28,4
92,29,4
92,30,5
92,31,3
92,32,4
92,33,5
92,34,3
92,35,5
92,36,3
92,37,4
92,38,4
92,39,0
92,40,0
92,41,0
92,42,0
92,43,0
92,44,4
92,45,3
92,46,0
92,47,0
92,48,0
92,49,0
92,50,0
92,51,5
92,52,3
92,53,1
92,54,1
92,55,1
92,56,1
92,57,1
92,58,1
92,59,1
92,60,1
92,61,5
92,62,5
92,63,5
92,64,5
92,65,1
92,66,3
92,67,1
92,68,0
92,69,5
92,70,2
92,71,0
92,72,0
92,73,5
92,74,0
92,75,0
92,76,1
92,77,1
92,78,5
92,79,3
92,80,4
92,81,0
92,82,0
92,83,0
92,84,0
92,85,0
92,86,0
92,87,0
92,88,0
92,89,0
92,90,0
92,91,0
92,92,0
92,93,0
92,94,0
92,95,0
92,96,0
92,97,0
92,98,0
92,99,0
92,100,0
92,101,0
92,102,0
92,103,0
92,104,0
92,105,0
92,106,0
92,107,5
92,108,5
92,109,5
92,110,5
92,111,4
92,112,3
92,113,5
92,114,5
92,115,4
92,116,4
92,117,2
93,26,0
93,27,4
93,28,3
93,29,0
93,30,1
93,31,5
93,32,5
93,33,4
93,34,4
93,35,4
93,36,4
93,37,4
93,38,3
93,39,0
93,40,0
93,41,0
93,42,0
93,43,0
93,44,0
93,45,0
93,46,0
93,47,0
93,48,0
93,49,0
93,50,0
93,51,0
93,52,0
93,53,0
93,54,1
93,55,5
93,56,5
93,57,3
93,58,0
93,59,0
93,60,0
93,61,5
93,62,5
93,63,5
93,64,5
93,65,2
93,66,0
93,67,1
93,68,0
93,69,1
93,70,1
93,71,5
93,72,5
93,73,5
93,74,0
93,75,0
93,76,0
93,77,0
93,78,4
93,79,5
93,80,5
93,81,0
93,82,0
93,83,0
93,84,0
93,85,1
93,86,1
93,87,0
93,88,0
93,89,0
93,90,0
93,91,0
93,92,0
93,93,0
93,94,0
93,95,0
93,96,0
93,97,0
93,98,0
93,99,0
93,100,0
93,101,0
93,102,0
93,103,0
93,104,0
93,105,0
93,106,5
93,107,5
93,108,5
93,109,5
93,110,5
93,111,5
93,112,5
93,113,5
93,114,4
93,115,4
93,116,4
93,117,3
94,26,0
94,27,0
94,28,0
94,29,0
94,30,0
94,31,0
94,32,2
94,33,2
94,34,4
94,35,4
94,36,4
94,37,3
94,38,3
94,39,0
94,40,0
94,41,0
94,42,0
94,43,0
94,44,0
94,45,0
94,46,0
94,47,1
94,48,0
94,49,0
94,50,1
94,51,1
94,52,0
94,53,0
94,54,5
94,55,4
94,56,5
94,57,2
94,58,2
94,59,0
94,60,0
94,61,3
94,62,5
94,63,5
94,64,4
94,65,2
94,66,0
94,67,0
94,68,1
94,69,0
94,70,1
94,71,4
94,72,5
94,73,3
94,74,0
94,75,0
94,76,0
94,77,5
94,78,4
94,79,5
94,80,4
94,81,0
94,82,0
94,83,0
94,84,0
94,85,1
94,86,4
94,87,0
94,88,0
94,89,0
94,90,0
94,91,0
94,92,0
94,93,0
94,94,0
94,95,0
94,96,0
94,97,0
94,98,0
94,99,0
94,100,0
94,101,0
94,102,0
94,103,0
94,104,0
94,105,2
94,106,2
94,107,4
94,108,5
94,109,5
94,110,5
94,111,5
94,112,5
94,113,5
94,114,5
94,115,2
94,116,4
94,117,5
95,26,0
95,27,0
95,28,0
95,29,0
95,30,0
95,31,0
95,32,2
95,33,5
95,34,2
95,35,0
95,36,0
95,37,0
95,38,0
95,39,0
95,40,0
95,41,0
95,42,0
95,43,0
95,44,0
95,45,0
95,46,0
95,47,0
95,48,0
95,49,1
95,50,0
95,51,0
95,52,0
95,53,0
95,54,5
95,55,0
95,56,0
95,57,5
95,58,2
95,59,1
95,60,1
95,61,5
95,62,5
95,63,5
95,64,2
95,65,5
95,66,0
95,67,0
95,68,0
95,69,1
95,70,2
95,71,4
95,72,5
95,73,1
95,74,0
95,75,1
95,76,4
95,77,3
95,78,5
95,79,5
95,80,4
95,81,0
95,82,0
95,83,0
95,84,1
95,85,0
95,86,0
95,87,0
95,88,0
95,89,0
95,90,0
95,91,0
95,92,1
95,93,0
95,94,0
95,95,1
95,96,0
95,97,0
95,98,0
95,99,0
95,100,0
95,101,0
95,102,0
95,103,0
95,104,5
95,105,4
95,106,5
95,107,5
95,108,4
95,109,5
95,110,5
95,111,5
95,112,5
95,113,5
95,114,4
95,115,1
95,116,5
95,117,4
96,26,0
96,27,0
96,28,0
96,29,0
96,30,0
96,31,0
96,32,0
96,33,5
96,34,4
96,35,0
96,36,0
96,37,0
96,38,0
96,39,0
96,40,0
96,41,0
96,42,0
96,43,1
96,44,2
96,45,0
96,46,0
96,47,0
96,48,0
96,49,0
96,50,0
96,51,0
96,52,0
96,53,0
96,54,0
96,55,0
96,56,0
96,57,0
96,58,3
96,59,3
96,60,2
96,61,5
96,62,5
96,63,0
96,64,3
96,65,2
96,66,0
96,67,2
96,68,0
96,69,0
96,70,5
96,71,4
96,72,4
96,73,2
96,74,5
96,75,5
96,76,1
96,77,4
96,78,5
96,79,5
96,80,4
96,81,0
96,82,0
96,83,0
96,84,0
96,85,0
96,86,0
96,87,0
96,88,0
96,89,0
96,90,0
96,91,0
96,92,1
96,93,1
96,94,1
96,95,1
96,96,0
96,97,0
96,98,0
96,99,0
96,100,0
96,101,0
96,102,0
96,103,5
96,104,4
96,105,5
96,106,5
96,107,3
96,108,5
96,109,5
96,110,3
96,111,5
96,112,3
96,113,5
96,114,3
96,115,2
96,116,5
96,117,4
97,20,5
97,26,0
97,27,0
97,28,0
97,29,0
97,30,0
97,31,0
97,32,0
97,33,5
97,34,3
97,35,0
97,36,0
97,37,0
97,38,0
97,39,0
97,40,0
97,41,0
97,42,0
97,43,0
97,44,0
97,45,0
97,46,0
97,47,0
97,48,0
97,49,0
97,50,0
97,51,0
97,52,0
97,53,0
97,54,0
97,55,0
97,56,0
97,57,0
97,58,1
97,59,2
97,60,5
97,61,2
97,62,0
97,63,1
97,64,0
97,65,5
97,66,2
97,67,1
97,68,1
97,69,0
97,70,1
97,71,1
97,72,5
97,73,3
97,74,0
97,75,1
97,76,0
97,77,5
97,78,5
97,79,4
97,80,5
97,81,0
97,82,1
97,83,0
97,84,0
97,85,0
97,86,1
97,87,0
97,88,0
97,89,0
97,90,0
97,91,0
97,92,3
97,93,1
97,94,0
97,95,0
97,96,1
97,97,0
97,98,0
97,99,0
97,100,0
97,101,0
97,102,0
97,103,5
97,104,4
97,105,5
97,106,5
97,107,4
97,108,5
97,109,5
97,110,5
97,111,3
97,112,2
97,113,3
97,114,4
97,115,5
97,116,5
97,117,4
98,20,5
98,21,5
98,22,5
98,23,5
98,24,5
98,25,4
98,26,0
98,27,0
98,28,0
98,29,0
98,30,0
98,31,0
98,32,0
98,33,0
98,34,5
98,35,0
98,36,0
98,37,0
98,38,0
98,39,0
98,40,1
98,41,2
98,42,1
98,43,1
98,44,0
98,45,0
98,46,0
98,47,0
98,48,0
98,49,5
98,50,0
98,51,0
98,52,0
98,53,0
98,54,0
98,55,0
98,56,0
98,57,0
98,58,0
98,59,1
98,60,1
98,61,1
98,62,5
98,63,4
98,64,0
98,65,1
98,66,2
98,67,0
98,68,1
98,69,0
98,70,2
98,71,1
98,72,5
98,73,5
98,74,5
98,75,4
98,76,4
98,77,5
98,78,5
98,79,4
98,80,5
98,81,0
98,82,0
98,83,0
98,84,0
98,85,0
98,86,1
98,87,1
98,88,1
98,89,0
98,90,0
98,91,1
98,92,1
98,93,0
98,94,0
98,95,0
98,96,0
98,97,0
98,98,0
98,99,0
98,100,0
98,101,0
98,102,1
98,103,4
98,104,4
98,105,4
98,106,5
98,107,5
98,108,5
98,109,4
98,110,5
98,111,5
98,112,4
98,113,3
98,114,5
98,115,5
98,116,4
98,117,4
99,20,5
99,21,5
99,22,5
99,23,5
99,24,5
99,25,4
99,26,3
99,27,0
99,28,0
99,29,0
99,30,0
99,31,0
99,32,0
99,33,0
99,34,5
99,35,0
99,36,0
99,37,0
99,38,0
99,39,0
99,40,2
99,41,2
99,42,0
99,43,0
99,44,0
99,45,0
99,46,0
99,47,0
99,48,0
99,49,0
99,50,0
99,51,0
99,52,0
99,53,0
99,54,0
99,55,0
99,56,0
99,57,0
99,58,1
99,59,3
99,60,5
99,61,5
99,62,5
99,63,5
99,64,0
99,65,4
99,66,5
99,67,0
99,68,0
99,69,0
99,70,3
99,71,1
99,72,5
99,73,3
99,74,5
99,75,5
99,76,5
99,77,5
99,78,5
99,79,2
99,80,3
99,81,1
99,82,2
99,83,0
99,84,0
99,85,3
99,86,0
99,87,1
99,88,0
99,89,1
99,90,1
99,91,1
99,92,0
99,93,0
99,94,0
99,95,0
99,96,0
99,97,0
99,98,0
99,99,0
99,100,0
99,101,0
99,102,5
99,103,3
99,104,5
99,105,4
99,106,5
99,107,1
99,108,3
99,109,4
99,110,2
99,111,4
99,112,5
99,113,5
99,114,4
99,115,2
99,116,5
99,117,5
99,118,5
99,119,3
99,120,1
100,20,5
100,21,5
100,22,5
100,23,5
100,24,5
100,25,4
100,26,5
100,27,0
100,28,0
100,29,0
100,30,0
100,31,0
100,32,0
100,33,0
100,34,0
100,35,5
100,36,0
100,37,0
100,38,0
100,39,0
100,40,2
100,41,3
100,42,5
100,43,0
100,44,0
100,45,0
100,46,0
100,47,1
100,48,3
100,49,4
100,50,5
100,51,0
100,52,0
100,53,0
100,54,0
100,55,0
100,56,0
100,57,0
100,58,1
100,59,3
100,60,5
100,61,5
100,62,4
100,63,5
100,64,5
100,65,4
100,66,5
100,67,1
100,68,0
100,69,1
100,70,1
100,71,2
100,72,3
100,73,4
100,74,5
100,75,5
100,76,5
100,77,5
100,78,4
100,79,4
100,80,3
100,81,2
100,82,1
100,83,1
100,84,3
100,85,4
100,86,2
100,87,1
100,88,3
100,89,5
100,90,0
100,91,5
100,92,1
100,93,0
100,94,0
100,95,0
100,96,0
100,97,1
100,98,0
100,99,0
100,100,0
100,101,0
100,102,4
100,103,4
100,104,4
100,105,4
100,106,4
100,107,3
100,108,4
100,109,2
100,110,5
100,111,5
100,112,5
100,113,4
100,114,4
100,115,5
100,116,5
100,117,4
100,118,5
100,119,5
100,120,3
100,121,4
100,122,5
100,123,1
100,124,1
101,20,5
101,21,5
101,22,5
101,23,5
101,24,5
101,25,5
101,26,5
101,27,0
101,28,0
101,29,0
101,30,0
101,31,0
101,32,0
101,33,0
101,34,0
101,35,0
101,36,1
101,37,1
101,38,1
101,39,0
101,40,4
101,41,4
101,42,5
101,43,0
101,44,0
101,45,0
101,46,0
101,47,3
101,48,5
101,49,4
101,50,5
101,51,0
101,52,0
101,53,0
101,54,0
101,55,0
101,56,0
101,57,0
101,58,1
101,59,2
101,60,1
101,61,4
101,62,4
101,63,5
101,64,4
101,65,5
101,66,4
101,67,3
101,68,5
101,69,2
101,70,5
101,71,1
101,72,2
101,73,5
101,74,5
101,75,4
101,76,5
101,77,5
101,78,5
101,79,3
101,80,5
101,81,2
101,82,4
101,83,4
101,84,5
101,85,4
101,86,5
101,87,4
101,88,5
101,89,5
101,90,5
101,91,5
101,92,1
101,93,0
101,94,0
101,95,0
101,96,1
101,97,0
101,98,0
101,99,0
101,100,2
101,101,5
101,102,5
101,103,5
101,104,4
101,105,4
101,106,5
101,107,5
101,108,3
101,109,4
101,110,5
101,111,5
101,112,5
101,113,5
101,114,5
101,115,5
101,116,5
101,117,3
101,118,5
101,119,4
101,120,2
101,121,5
101,122,5
101,123,1
102,11,5
102,12,5
102,13,0
102,19,5
102,20,5
102,21,5
102,22,5
102,23,5
102,24,5
102,25,5
102,26,5
102,27,0
102,28,0
102,29,0
102,30,0
102,31,0
102,32,0
102,33,0
102,34,0
102,35,0
102,36,0
102,37,5
102,38,5
102,39,2
102,40,2
102,41,3
102,42,5
102,43,5
102,44,4
102,45,0
102,46,5
102,47,5
102,48,5
102,49,5
102,50,5
102,51,0
102,52,0
102,53,0
102,54,0
102,55,0
102,56,0
102,57,5
102,58,5
102,59,3
102,60,5
102,61,0
102,62,0
102,63,4
102,64,5
102,65,5
102,66,5
102,67,0
102,68,0
102,69,5
102,70,1
102,71,1
102,72,2
102,73,5
102,74,5
102,75,4
102,76,5
102,77,5
102,78,5
102,79,3
102,80,0
102,81,1
102,82,4
102,83,3
102,84,5
102,85,0
102,86,5
102,87,5
102,88,5
102,89,5
102,90,5
102,91,5
102,92,1
102,93,0
102,94,0
102,95,0
102,96,0
102,97,0
102,98,0
102,99,0
102,100,5
102,101,5
102,102,4
102,103,5
102,104,5
102,105,5
102,106,4
102,107,4
102,108,5
102,109,5
102,110,5
102,111,3
102,112,5
102,113,5
102,114,5
102,115,1
102,116,4
102,117,5
102,118,5
102,119,5
102,120,3
102,121,5
102,122,5
102,123,2
103,11,3
103,12,2
103,13,1
103,14,5
103,15,0
103,16,5
103,17,5
103,18,5
103,19,5
103,20,5
103,21,5
103,22,5
103,23,5
103,24,5
103,25,5
103,26,5
103,27,0
103,28,0
103,29,0
103,30,0
103,31,0
103,32,0
103,33,0
103,34,0
103,35,0
103,36,0
103,37,0
103,38,0
103,39,5
103,40,5
103,41,5
103,42,5
103,43,5
103,44,3
103,45,0
103,46,3
103,47,5
103,48,5
103,49,5
103,50,4
103,51,0
103,52,0
103,53,0
103,54,0
103,55,0
103,56,0
103,57,0
103,58,2
103,59,2
103,60,1
103,61,0
103,62,0
103,63,5
103,64,5
103,65,5
103,66,1
103,67,0
103,68,0
103,69,5
103,70,0
103,71,1
103,72,2
103,73,5
103,74,4
103,75,4
103,76,5
103,77,5
103,78,5
103,79,1
103,80,0
103,81,0
103,82,1
103,83,3
103,84,0
103,85,5
103,86,4
103,87,3
103,88,5
103,89,5
103,90,5
103,91,5
103,92,5
103,93,0
103,94,0
103,95,0
103,96,0
103,97,0
103,98,0
103,99,0
103,100,5
103,101,5
103,102,5
103,103,3
103,104,1
103,105,4
103,106,4
103,107,5
103,108,4
103,109,5
103,110,5
103,111,5
103,112,5
103,113,4
103,114,5
103,115,5
103,116,5
103,117,5
103,118,4
103,119,5
103,120,4
103,121,5
103,122,3
103,123,5
104,11,0
104,12,0
104,13,0
104,14,0
104,15,0
104,16,5
104,17,5
104,18,5
104,19,5
104,20,5
104,21,5
104,22,5
104,23,5
104,24,5
104,25,4
104,26,0
104,27,0
104,28,0
104,29,0
104,30,0
104,31,0
104,32,2
104,33,3
104,34,0
104,35,0
104,36,0
104,37,0
104,38,5
104,39,2
104,40,5
104,41,5
104,42,5
104,43,5
104,44,5
104,45,0
104,46,5
104,47,5
104,48,5
104,49,5
104,50,5
104,51,0
104,52,0
104,53,0
104,54,0
104,55,0
104,56,0
104,57,0
104,58,1
104,59,1
104,60,1
104,61,0
104,62,0
104,63,5
104,64,4
104,65,5
104,66,4
104,67,0
104,68,5
104,69,5
104,70,3
104,71,0
104,72,1
104,73,5
104,74,5
104,75,5
104,76,5
104,77,5
104,78,4
104,79,0
104,80,0
104,81,1
104,82,1
104,83,2
104,84,4
104,85,5
104,86,5
104,87,5
104,88,5
104,89,5
104,90,5
104,91,5
104,92,4
104,93,5
104,94,5
104,95,5
104,96,5
104,97,5
104,98,0
104,99,3
104,100,3
104,101,5
104,102,5
104,103,0
104,104,5
104,105,5
104,106,5
104,107,4
104,108,4
104,109,5
104,110,5
104,111,5
104,112,5
104,113,5
104,114,4
104,115,5
104,116,5
104,117,4
104,118,4
104,119,4
104,120,5
104,121,5
104,122,5
104,123,5
104,124,0
105,11,0
105,12,1
105,13,0
105,14,0
105,15,0
105,16,0
105,17,5
105,18,5
105,19,5
105,20,5
105,21,5
105,22,5
105,23,5
105,24,5
105,25,3
105,26,3
105,27,3
105,28,3
105,29,0
105,30,0
105,31,4
105,32,4
105,33,5
105,34,3
105,35,4
105,36,3
105,37,2
105,38,1
105,39,2
105,40,2
105,41,5
105,42,5
105,43,5
105,44,5
105,45,4
105,46,4
105,47,5
105,48,5
105,49,4
105,50,4
105,51,0
105,52,0
105,53,0
105,54,0
105,55,0
105,56,0
105,57,0
105,58,1
105,59,1
105,60,1
105,61,0
105,62,0
105,63,5
105,64,5
105,65,5
105,66,5
105,67,4
105,68,5
105,69,5
105,70,1
105,71,5
105,72,5
105,73,5
105,74,5
105,75,5
105,76,5
105,77,5
105,78,5
105,79,2
105,80,5
105,81,1
105,82,1
105,83,5
105,84,4
105,85,5
105,86,5
105,87,5
105,88,5
105,89,5
105,90,5
105,91,5
105,92,5
105,93,5
105,94,5
105,95,5
105,96,2
105,97,4
105,98,4
105,99,5
105,100,5
105,101,5
105,102,5
105,103,5
105,104,5
105,105,5
105,106,3
105,107,4
105,108,5
105,109,5
105,110,5
105,111,5
105,112,3
105,113,4
105,114,4
105,115,5
105,116,5
105,117,5
105,118,4
105,119,5
105,120,5
105,121,5
105,122,5
105,123,2
105,124,1
106,11,0
106,12,1
106,13,1
106,14,0
106,15,0
106,16,0
106,17,0
106,18,5
106,19,5
106,20,5
106,21,5
106,22,5
106,23,5
106,24,5
106,25,5
106,26,5
106,27,3
106,28,4
106,29,5
106,30,5
106,31,4
106,32,4
106,33,5
106,34,5
106,35,3
106,36,4
106,37,5
106,38,4
106,39,5
106,40,3
106,41,4
106,42,5
106,43,4
106,44,4
106,45,5
106,46,4
106,47,4
106,48,5
106,49,4
106,50,0
106,51,0
106,52,0
106,53,0
106,54,0
106,55,0
106,56,0
106,57,4
106,58,0
106,59,1
106,60,5
106,61,0
106,62,0
106,63,0
106,64,5
106,65,5
106,66,5
106,67,0
106,68,2
106,69,0
106,70,5
106,71,4
106,72,2
106,73,5
106,74,5
106,75,1
106,76,5
106,77,5
106,78,5
106,79,5
106,80,5
106,81,0
106,82,4
106,83,5
106,84,4
106,85,5
106,86,5
106,87,5
106,88,5
106,89,5
106,90,5
106,91,5
106,92,5
106,93,5
106,94,5
106,95,5
106,96,4
106,97,3
106,98,5
106,99,5
106,100,4
106,101,5
106,102,3
106,103,3
106,104,5
106,105,3
106,106,2
106,107,3
106,108,5
106,109,5
106,110,5
106,111,5
106,112,4
106,113,4
106,114,4
106,115,4
106,116,4
106,117,4
106,118,3
106,119,3
106,120,4
106,121,3
106,122,2
106,123,1
106,124,0
107,11,0
107,12,0
107,14,0
107,15,0
107,16,5
107,17,5
107,18,5
107,19,5
107,20,5
107,21,5
107,22,5
107,23,5
107,24,5
107,25,4
107,26,3
107,27,4
107,28,5
107,29,5
107,30,4
107,31,3
107,32,3
107,33,5
107,34,5
107,35,4
107,36,4
107,37,4
107,38,4
107,39,3
107,40,5
107,41,4
107,42,3
107,43,5
107,44,3
107,45,2
107,46,5
107,47,5
107,48,4
107,49,0
107,50,0
107,51,5
107,52,5
107,53,0
107,54,0
107,55,0
107,56,0
107,57,1
107,58,0
107,59,1
107,60,0
107,61,0
107,62,0
107,63,0
107,64,5
107,65,5
107,66,5
107,67,3
107,68,0
107,69,0
107,70,5
107,71,4
107,72,5
107,73,5
107,74,5
107,75,5
107,76,5
107,77,5
107,78,5
107,79,5
107,80,5
107,81,1
107,82,5
107,83,5
107,84,5
107,85,5
107,86,5
107,87,5
107,88,4
107,89,5
107,90,5
107,91,5
107,92,4
107,93,5
107,94,5
107,95,4
107,96,5
107,97,5
107,98,5
107,99,4
107,100,4
107,101,5
107,102,4
107,103,5
107,104,5
107,105,3
107,106,3
107,107,4
107,108,5
107,109,3
107,110,5
107,111,2
107,112,4
107,113,4
107,114,4
107,115,4
107,116,3
107,117,5
107,118,4
107,119,3
107,120,3
107,121,2
107,122,0
107,123,0
108,11,0
108,12,0
108,16,5
108,17,5
108,18,5
108,19,5
108,20,5
108,21,5
108,22,5
108,23,5
108,24,5
108,25,3
108,26,4
108,27,5
108,28,5
108,29,5
108,30,4
108,31,3
108,32,5
108,33,5
108,34,4
108,35,4
108,36,4
108,37,5
108,38,4
108,39,5
108,40,3
108,41,3
108,42,5
108,43,5
108,44,5
108,45,5
108,46,5
108,47,5
108,48,5
108,49,5
108,50,2
108,51,5
108,52,5
108,53,0
108,54,0
108,55,0
108,56,0
108,57,0
108,58,0
108,59,1
108,60,1
108,61,0
108,62,0
108,63,0
108,64,5
108,65,3
108,66,4
108,67,0
108,68,0
108,69,0
108,70,0
108,71,0
108,72,5
108,73,4
108,74,5
108,75,5
108,76,5
108,77,5
108,78,5
108,79,4
108,80,5
108,81,5
108,82,5
108,83,5
108,84,5
108,85,5
108,86,4
108,87,5
108,88,4
108,89,5
108,90,5
108,91,5
108,92,4
108,93,5
108,94,5
108,95,5
108,96,5
108,97,3
108,98,3
108,99,5
108,100,5
108,101,4
108,102,5
108,103,5
108,104,5
108,105,2
108,106,4
108,107,5
108,108,4
108,109,4
108,110,5
108,111,4
108,112,4
108,113,4
108,114,4
108,115,4
108,116,4
108,117,5
108,118,4
108,119,3
108,120,0
108,121,1
108,122,1
109,11,0
109,17,5
109,18,5
109,19,5
109,21,5
109,22,5
109,23,5
109,25,4
109,26,4
109,27,5
109,28,5
109,29,5
109,30,5
109,31,4
109,32,3
109,33,5
109,34,0
109,35,5
109,36,5
109,37,4
109,38,4
109,39,5
109,40,4
109,41,4
109,42,5
109,43,5
109,44,5
109,45,5
109,46,2
109,47,5
109,48,3
109,49,3
109,50,3
109,51,4
109,52,5
109,53,0
109,54,0
109,55,0
109,56,0
109,57,0
109,58,0
109,59,1
109,60,5
109,61,1
109,62,4
109,63,3
109,64,5
109,65,5
109,66,2
109,67,5
109,68,5
109,69,4
109,70,0
109,71,0
109,72,3
109,73,4
109,74,3
109,75,5
109,76,4
109,77,5
109,78,5
109,79,5
109,80,5
109,81,5
109,82,5
109,83,5
109,84,4
109,85,5
109,86,5
109,87,5
109,88,4
109,89,3
109,90,5
109,91,5
109,92,5
109,93,5
109,94,3
109,95,5
109,96,5
109,97,4
109,98,0
109,99,0
109,100,3
109,101,4
109,102,5
109,103,3
109,104,5
109,105,5
109,106,4
109,107,2
109,108,5
109,109,4
109,110,4
109,111,5
109,112,4
109,113,2
109,114,1
109,115,1
109,116,5
109,117,5
109,118,5
109,119,4
109,120,3
109,121,1
110,23,5
110,25,4
110,26,4
110,27,5
110,28,5
110,29,5
110,30,5
110,31,3
110,32,4
110,33,5
110,34,5
110,35,5
110,36,5
110,37,4
110,38,3
110,39,0
110,40,4
110,41,5
110,42,3
110,43,5
110,44,5
110,45,5
110,46,1
110,47,3
110,48,3
110,49,3
110,50,3
110,51,5
110,52,0
110,53,0
110,54,0
110,55,0
110,56,5
110,57,5
110,58,4
110,59,1
110,60,1
110,61,5
110,62,5
110,63,5
110,64,4
110,65,4
110,66,0
110,67,2
110,68,5
110,69,5
110,70,5
110,71,5
110,72,3
110,73,5
110,74,5
110,75,5
110,76,5
110,77,5
110,78,5
110,79,5
110,80,5
110,81,5
110,82,5
110,83,5
110,84,5
110,85,4
110,86,5
110,87,5
110,88,5
110,89,5
110,90,5
110,91,3
110,92,5
110,93,5
110,94,5
110,95,5
110,96,5
110,97,4
110,98,5
110,99,4
110,100,4
110,101,3
110,102,4
110,103,4
110,104,4
110,105,5
110,106,5
110,107,4
110,108,5
110,109,5
110,110,4
110,111,3
110,112,2
110,113,5
110,114,4
110,115,3
110,116,0
110,117,5
110,118,2
110,119,2
110,120,1
111,25,5
111,26,4
111,27,4
111,28,5
111,29,2
111,30,4
111,31,5
111,32,4
111,33,5
111,34,5
111,35,5
111,36,3
111,37,0
111,38,3
111,39,0
111,40,4
111,41,3
111,42,1
111,43,5
111,44,5
111,45,2
111,46,5
111,47,4
111,48,5
111,49,4
111,50,2
111,51,5
111,52,0
111,53,0
111,54,0
111,55,5
111,56,5
111,57,4
111,58,1
111,59,0
111,60,5
111,61,5
111,62,5
111,63,4
111,64,4
111,65,4
111,66,1
111,67,5
111,68,5
111,69,5
111,70,5
111,71,5
111,72,5
111,73,5
111,74,5
111,75,5
111,76,5
111,77,5
111,78,5
111,79,4
111,80,5
111,81,5
111,82,5
111,83,5
111,84,5
111,85,5
111,86,5
111,87,5
111,88,5
111,89,0
111,90,5
111,91,1
111,92,5
111,93,5
111,94,5
111,95,5
111,96,5
111,97,5
111,98,5
111,99,4
111,100,3
111,101,4
111,102,3
111,103,5
111,104,5
111,105,5
111,106,5
111,107,5
111,108,3
111,109,5
111,110,5
111,111,5
111,112,5
111,113,4
111,114,5
111,115,4
111,116,0
111,117,2
111,118,2
111,119,1
112,25,5
112,26,4
112,27,5
112,28,5
112,29,5
112,30,3
112,31,5
112,32,5
112,33,3
112,34,3
112,35,5
112,36,5
112,37,0
112,38,4
112,39,3
112,40,4
112,41,4
112,42,1
112,43,1
112,44,4
112,45,2
112,46,5
112,47,2
112,48,5
112,49,5
112,50,5
112,51,5
112,52,0
112,53,0
112,54,0
112,55,2
112,56,0
112,57,5
112,58,4
112,59,0
112,60,2
112,61,1
112,62,1
112,63,2
112,64,5
112,65,1
112,66,1
112,67,5
112,68,5
112,69,5
112,70,5
112,71,5
112,72,5
112,73,5
112,74,5
112,75,5
112,76,5
112,77,5
112,78,5
112,79,5
112,80,5
112,81,5
112,82,5
112,83,5
112,84,5
112,85,5
112,86,3
112,87,4
112,88,1
112,89,0
112,90,3
112,91,0
112,92,5
112,93,4
112,94,5
112,95,5
112,96,2
112,97,3
112,98,4
112,99,5
112,100,3
112,101,5
112,102,4
112,103,5
112,104,4
112,105,5
112,106,5
112,107,5
112,108,5
112,109,5
112,110,5
112,111,5
112,112,1
112,113,5
112,114,5
112,115,3
112,116,2
112,117,2
112,118,2
113,25,3
113,26,4
113,27,4
113,28,5
113,29,5
113,30,4
113,31,5
113,32,3
113,33,4
113,34,5
113,35,4
113,36,5
113,37,1
113,38,5
113,39,5
113,40,4
113,41,5
113,42,5
113,43,1
113,44,1
113,45,2
113,46,3
113,47,5
113,48,4
113,49,5
113,50,5
113,51,5
113,52,5
113,53,0
113,54,0
113,55,5
113,56,0
113,57,5
113,58,5
113,59,0
113,60,5
113,61,5
113,62,5
113,63,2
113,64,3
113,65,2
113,66,0
113,67,0
113,68,4
113,69,5
113,70,5
113,71,5
113,72,5
113,73,5
113,74,5
113,75,5
113,76,4
113,77,5
113,78,5
113,79,5
113,80,5
113,81,5
113,82,5
113,83,5
113,84,5
113,85,5
113,86,5
113,87,4
113,88,5
113,89,0
113,90,5
113,91,5
113,92,4
113,93,4
113,94,5
113,95,4
113,96,5
