2012;Charlottenburg-Wilmersdorf;Charlottenburg;99;95;99;95;0;0
2012;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;97;84;97;84;0;0
2012;Charlottenburg-Wilmersdorf;Grundewald;98;86;98;86;0;0
2012;Charlottenburg-Wilmersdorf;Halensee;99;94;99;94;0;0
2012;Charlottenburg-Wilmersdorf;Schmargendorf;99;92;99;92;0;0
2012;Charlottenburg-Wilmersdorf;Westend;97;85;97;85;0;0
2012;Charlottenburg-Wilmersdorf;Wilmersdorf;100;94;100;94;0;0
2012;Friedrichshain-Kreuzberg;Friedrichshain;97;81;97;81;5;0
2012;Friedrichshain-Kreuzberg;Kreuzberg;97;81;97;81;0;0
2012;Lichtenberg;Alt-Hohenschönhausen;91;74;91;74;0;0
2012;Lichtenberg;Falkenberg;87;70;87;70;0;0
2012;Lichtenberg;Fennpfuhl;90;69;90;69;0;0
2012;Lichtenberg;Friedrichsfelde;95;77;95;77;0;0
2012;Lichtenberg;Karlshorst;93;81;93;81;0;0
2012;Lichtenberg;Lichtenberg;92;74;92;74;0;0
2012;Lichtenberg;Malchow;79;70;79;70;0;0
2012;Lichtenberg;Neu-Hohenschönhausen;95;92;95;92;0;0
2012;Lichtenberg;Rummelsburg;94;68;94;68;0;0
2012;Lichtenberg;Wartenberg;85;72;85;72;0;0
2012;Marzahn-Hellersdorf;Biesdorf;96;70;96;70;0;0
2012;Marzahn-Hellersdorf;Hellersdorf;99;88;99;88;0;0
2012;Marzahn-Hellersdorf;Kaulsdorf;96;69;96;69;0;0
2012;Marzahn-Hellersdorf;Mahlsdorf;89;57;89;57;0;0
2012;Marzahn-Hellersdorf;Marzahn;97;77;97;77;0;0
2012;Mitte;Gesundbrunnen;98;87;98;87;1;0
2012;Mitte;Hansaviertel;99;92;99;92;0;0
2012;Mitte;Mitte;99;89;97;89;69;0
2012;Mitte;Moabit;98;92;98;92;0;0
2012;Mitte;Tiergarten;98;85;98;85;1;0
2012;Mitte;Wedding;98;92;98;92;0;0
2012;Neukölln;Britz;95;81;95;81;0;0
2012;Neukölln;Buckow;98;80;98;80;0;0
2012;Neukölln;Gropiusstadt;97;79;97;79;0;0
2012;Neukölln;Neukölln;99;91;99;91;0;0
2012;Neukölln;Rudow;94;73;94;73;0;0
2012;Pankow;Blankenburg;74;44;74;44;0;0
2012;Pankow;Blankenfelde;44;6;44;6;0;0
2012;Pankow;Buch;84;65;84;65;0;0
2012;Pankow;FranzösischBuchholz;92;58;92;58;0;0
2012;Pankow;Heinersdorf;98;61;98;61;0;0
2012;Pankow;Karow;39;19;39;19;0;0
2012;Pankow;Niederschönhausen;86;70;86;70;0;0
2012;Pankow;Pankow;99;84;99;84;0;0
2012;Pankow;PrenzlauerBerg;99;93;98;93;7;0
2012;Pankow;Rosenthal;85;53;85;53;0;0
2012;Pankow;StadtrandsiedlungMalchow;84;13;84;13;0;0
