2013;Charlottenburg-Wilmersdorf;Charlottenburg;100;97;100;97;0;0
2013;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;97;93;97;93;0;0
2013;Charlottenburg-Wilmersdorf;Grundewald;99;95;99;95;0;0
2013;Charlottenburg-Wilmersdorf;Halensee;99;98;99;98;0;0
2013;Charlottenburg-Wilmersdorf;Schmargendorf;100;95;100;95;0;0
2013;Charlottenburg-Wilmersdorf;Westend;98;92;98;92;0;0
2013;Charlottenburg-Wilmersdorf;Wilmersdorf;100;98;100;98;0;0
2013;Friedrichshain-Kreuzberg;Friedrichshain;97;77;97;77;0;0
2013;Friedrichshain-Kreuzberg;Kreuzberg;98;86;98;86;0;0
2013;Lichtenberg;Alt-Hohenschönhausen;95;86;95;86;0;0
2013;Lichtenberg;Falkenberg;85;64;85;64;0;0
2013;Lichtenberg;Fennpfuhl;88;46;88;46;0;0
2013;Lichtenberg;Friedrichsfelde;93;65;93;65;0;0
2013;Lichtenberg;Karlshorst;95;85;95;85;0;0
2013;Lichtenberg;Lichtenberg;91;73;91;73;0;0
2013;Lichtenberg;Malchow;78;72;78;72;0;0
2013;Lichtenberg;Neu-Hohenschönhausen;96;94;96;94;0;0
2013;Lichtenberg;Rummelsburg;97;69;97;69;0;0
2013;Lichtenberg;Wartenberg;74;36;74;36;0;0
2013;Marzahn-Hellersdorf;Biesdorf;98;82;98;82;0;0
2013;Marzahn-Hellersdorf;Hellersdorf;99;84;99;84;0;0
2013;Marzahn-Hellersdorf;Kaulsdorf;97;77;97;77;0;0
2013;Marzahn-Hellersdorf;Mahlsdorf;95;72;95;72;0;0
2013;Marzahn-Hellersdorf;Marzahn;98;82;98;82;0;0
2013;Mitte;Gesundbrunnen;98;88;98;88;0;0
2013;Mitte;Hansaviertel;100;92;100;92;0;0
2013;Mitte;Mitte;99;94;99;94;0;0
2013;Mitte;Moabit;99;95;99;95;0;0
2013;Mitte;Tiergarten;99;95;99;95;0;0
2013;Mitte;Wedding;99;96;99;96;0;0
2013;Neukölln;Britz;97;88;97;88;0;0
2013;Neukölln;Buckow;98;84;98;84;0;0
2013;Neukölln;Gropiusstadt;97;83;97;83;0;0
