2015;Charlottenburg-Wilmersdorf;Charlottenburg;100;98;100;98;98;0
2015;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;98;93;98;93;99;0
2015;Charlottenburg-Wilmersdorf;Grundewald;99;96;99;96;96;0
2015;Charlottenburg-Wilmersdorf;Halensee;99;98;99;98;94;0
2015;Charlottenburg-Wilmersdorf;Schmargendorf;100;94;100;94;91;0
2015;Charlottenburg-Wilmersdorf;Westend;99;93;99;93;95;0
2015;Charlottenburg-Wilmersdorf;Wilmersdorf;100;98;100;98;96;0
2015;Friedrichshain-Kreuzberg;Friedrichshain;98;87;98;87;98;0
2015;Friedrichshain-Kreuzberg;Kreuzberg;100;90;100;90;98;0
2015;Lichtenberg;Alt-Hohenschönhausen;98;91;98;91;93;0
2015;Lichtenberg;Falkenberg;86;62;86;62;97;0
2015;Lichtenberg;Fennpfuhl;97;74;97;74;97;0
2015;Lichtenberg;Friedrichsfelde;98;81;98;81;93;0
2015;Lichtenberg;Karlshorst;97;88;97;88;94;0
2015;Lichtenberg;Lichtenberg;96;84;96;84;99;0
2015;Lichtenberg;Malchow;94;70;94;70;98;0
2015;Lichtenberg;Neu-Hohenschönhausen;97;95;97;95;95;0
2015;Lichtenberg;Rummelsburg;98;83;98;83;96;0
2015;Lichtenberg;Wartenberg;73;36;73;36;81;0
2015;Marzahn-Hellersdorf;Biesdorf;98;83;98;83;86;0
2015;Marzahn-Hellersdorf;Hellersdorf;100;92;100;92;99;0
2015;Marzahn-Hellersdorf;Kaulsdorf;99;81;99;81;96;0
2015;Marzahn-Hellersdorf;Mahlsdorf;96;73;96;73;88;0
2015;Marzahn-Hellersdorf;Marzahn;99;89;99;89;95;0
2015;Mitte;Gesundbrunnen;100;89;100;89;98;0
2015;Mitte;Hansaviertel;100;93;100;93;99;0
2015;Mitte;Mitte;100;95;100;95;98;0
2015;Mitte;Moabit;100;96;100;96;99;0
2015;Mitte;Tiergarten;100;96;100;96;99;0
2015;Mitte;Wedding;100;96;100;96;98;0
2015;Neukölln;Britz;99;90;99;90;91;0
2015;Neukölln;Buckow;100;84;100;84;93;0
2015;Neukölln;Gropiusstadt;98;81;98;81;97;0
2015;Neukölln;Neukölln;100;95;100;95;97;0
2015;Neukölln;Rudow;99;83;99;83;92;0
2015;Pankow;Blankenburg;83;61;83;61;94;0
2015;Pankow;Blankenfelde;73;54;73;54;78;0
2015;Pankow;Buch;95;83;95;83;100;0
2015;Pankow;Französisch Buchholz;97;70;97;70;97;0
2015;Pankow;Heinersdorf;98;73;98;73;85;0
2015;Pankow;Karow;82;47;82;47;99;0
2015;Pankow;Niederschönhausen;96;87;96;87;86;0
2015;Pankow;Pankow;94;91;94;91;97;0
2015;Pankow;Prenzlauer Berg;100;97;100;97;98;0
2015;Pankow;Rosenthal;95;67;95;67;95;0
2015;Pankow;Stadtrandsiedlung Malchow;96;20;96;20;96;0
2015;Pankow;Weißensee;88;83;88;83;91;0
2015;Pankow;Wilhelmsruh;100;96;100;96;98;0
2015;Reinickendorf;Frohnau;100;98;100;98;99;0
2015;Reinickendorf;Heiligensee;99;80;99;80;94;0
2015;Reinickendorf;Hermsdorf;100;85;100;85;98;0
2015;Reinickendorf;Konradshöhe;99;92;99;92;49;0
2015;Reinickendorf;Lübars;100;88;100;88;97;0
2015;Reinickendorf;Märkisches Viertel;100;87;100;87;94;0
2015;Reinickendorf;Reinickendorf;100;93;100;93;96;0
2015;Reinickendorf;Tegel;99;89;99;89;96;0
2015;Reinickendorf;Waldmannslust;100;93;100;93;98;0
2015;Reinickendorf;Wittenau;100;92;100;92;94;0
2015;Spandau;Falkenhagener Feld;99;89;99;89;96;0
2015;Spandau;Gatow;86;79;86;79;80;0
2015;Spandau;Hakenfelde;96;86;96;86;96;0
2015;Spandau;Haselhorst;99;92;99;92;94;0
2015;Spandau;Kladow;86;79;86;79;96;0
2015;Spandau;Siemensstadt;98;93;98;93;96;0
2015;Spandau;Spandau;100;95;100;95;91;0
2015;Spandau;Staaken;98;84;98;84;95;0
2015;Spandau;Wilhelmsstadt;100;95;100;95;95;0
2015;Steglitz-Zehlendorf;Dahlem;96;89;96;89;89;0
2015;Steglitz-Zehlendorf;Lankwitz;100;92;100;92;91;0
2015;Steglitz-Zehlendorf;Lichterfelde;100;91;100;91;90;0
2015;Steglitz-Zehlendorf;Nikolassee;99;82;99;82;94;0
2015;Steglitz-Zehlendorf;Steglitz;100;98;100;98;92;0
2015;Steglitz-Zehlendorf;Wannsee;99;86;99;86;94;0
2015;Steglitz-Zehlendorf;Zehlendorf;100;89;100;89;94;0
2015;Tempelhof-Schöneberg;Friedenau;100;99;100;99;97;0
2015;Tempelhof-Schöneberg;Lichtenrade;100;91;100;91;93;0
2015;Tempelhof-Schöneberg;Mariendorf;100;94;100;94;92;0
2015;Tempelhof-Schöneberg;Marienfelde;98;88;98;88;91;0
2015;Tempelhof-Schöneberg;Schöneberg;100;94;100;94;97;0
2015;Tempelhof-Schöneberg;Tempelhof;100;91;100;91;93;0
2015;Treptow-Köpenick;Adlershof;100;91;100;91;95;0
2015;Treptow-Köpenick;Altglienicke;98;80;98;80;98;0
2015;Treptow-Köpenick;Alt-Treptow;100;95;100;95;95;0
2015;Treptow-Köpenick;Baumschulenweg;94;86;94;86;94;0
2015;Treptow-Köpenick;Bohnsdorf;97;64;97;64;92;0
2015;Treptow-Köpenick;Friedrichshagen;99;91;99;91;99;0
2015;Treptow-Köpenick;Grünau;100;86;100;86;97;0
2015;Treptow-Köpenick;Johannistal;98;90;98;90;75;0
2015;Treptow-Köpenick;Köpenick;99;85;99;85;95;0
2015;Treptow-Köpenick;Müggelheim;86;46;86;46;22;0
2015;Treptow-Köpenick;Niederschöneweide;99;93;99;93;90;0
2015;Treptow-Köpenick;Oberschöneweide;99;91;99;91;96;0
2015;Treptow-Köpenick;Plänterwald;100;97;100;97;94;0
2015;Treptow-Köpenick;Rahnsdorf;97;56;97;56;88;0
2015;Treptow-Köpenick;Schmöckwitz;97;85;97;85;79;0
