"hour","x","y","twitter","instagram"
10,144,64,0,1
10,144,66,0,1
10,144,71,0,2
10,144,75,0,2
10,144,79,0,2
10,144,80,0,1
10,145,78,0,1
10,145,79,0,1
10,145,81,1,0
10,145,85,0,1
10,146,64,0,1
10,146,67,0,1
10,146,82,0,1
10,146,85,0,1
10,147,66,1,0
10,147,71,0,1
10,147,73,0,1
10,147,75,0,1
10,147,87,1,1
10,147,94,0,1
10,148,75,0,3
10,148,79,0,2
10,148,87,1,1
10,148,94,0,1
10,149,71,0,1
10,149,74,0,2
10,149,78,0,1
10,149,88,0,1
10,149,90,0,1
10,150,78,0,2
10,150,79,0,2
10,150,91,0,1
10,151,71,0,2
10,151,77,0,2
10,151,78,0,1
10,151,79,0,1
10,151,91,0,1
10,152,72,0,1
10,152,74,0,2
10,152,75,1,2
10,152,76,0,1
10,152,78,0,4
10,152,80,0,3
10,152,86,0,1
10,153,74,0,3
10,153,80,0,20
10,154,38,3,0
10,154,74,0,1
10,155,71,0,4
10,155,79,0,1
10,156,75,0,1
10,156,76,0,1
10,157,74,0,1
10,157,75,0,1
10,157,83,0,1
10,161,71,0,1
10,161,75,0,1
10,164,20,0,1
10,164,56,0,1
10,165,85,0,1
10,166,87,1,0
10,170,48,0,1
10,170,95,0,1
10,173,97,0,1
10,178,70,0,1
10,187,101,1,0
11,72,121,0,1
11,75,109,0,1
11,82,59,0,1
11,83,79,0,1
11,84,67,0,1
11,85,56,0,1
11,85,81,0,2
11,94,76,0,1
11,95,83,0,1
11,99,112,0,3
11,103,80,0,1
11,103,81,1,4
11,104,80,0,11
11,104,81,0,2
11,105,79,0,6
11,106,73,1,0
11,106,82,0,1
11,107,57,2,7
11,107,58,0,2
11,107,74,0,1
11,108,72,0,1
11,109,72,0,1
11,109,82,0,1
11,110,75,0,1
11,111,81,0,1
11,111,82,0,1
11,112,76,0,1
11,112,78,0,1
11,112,82,0,2
11,112,83,0,1
11,113,86,0,1
11,114,75,1,1
11,114,81,0,1
11,114,93,0,1
11,115,75,0,1
11,115,80,0,1
11,116,37,1,0
11,116,70,1,0
11,116,72,1,0
11,116,75,0,1
11,116,76,0,1
11,116,80,0,3
11,116,93,0,1
11,117,75,0,2
11,117,77,0,1
11,117,79,0,1
11,117,81,0,3
11,117,82,0,1
11,118,63,0,2
11,118,75,0,1
11,118,76,0,1
11,118,78,0,1
11,118,79,0,2
11,118,80,1,8
11,119,79,0,3
11,119,98,0,1
11,120,74,1,1
11,120,78,1,7
11,120,99,0,1
11,121,80,0,1
11,121,87,0,1
11,121,88,0,1
11,122,59,0,1
11,122,80,0,6
11,122,94,1,1
11,123,59,0,3
11,123,76,1,3
11,123,77,0,1
11,124,60,0,1
11,124,70,0,1
11,124,74,0,2
11,124,77,0,1
11,125,50,1,0
11,125,57,0,1
11,125,60,0,1
11,125,70,0,1
11,125,73,0,1
11,125,74,0,1
11,125,79,0,1
11,125,84,0,1
11,126,58,0,1
11,126,60,1,0
11,126,80,0,1
11,127,43,0,1
11,127,58,0,1
11,128,73,0,1
11,128,80,0,1
11,129,60,0,1
11,129,68,0,1
11,129,69,0,1
11,129,76,0,2
11,129,83,0,1
11,129,90,0,1
11,130,58,1,0
11,130,68,0,1
11,130,73,0,2
11,130,77,0,1
11,131,60,0,1
11,131,67,0,1
11,131,72,0,3
11,131,73,9,54
11,131,76,0,1
11,131,80,0,2
11,131,81,0,34
11,132,69,0,1
11,132,72,1,0
11,132,73,1,23
11,132,74,1,7
11,132,76,0,5
11,133,53,0,1
11,133,76,0,1
11,133,80,0,1
11,133,81,1,0
11,133,85,0,1
11,133,103,0,1
11,134,67,0,2
11,134,68,0,1
11,134,71,1,0
11,134,72,1,2
11,134,74,0,1
11,134,79,0,1
11,134,86,0,1
11,135,63,1,1
11,135,66,2,3
11,135,69,1,2
11,135,71,0,1
11,135,72,0,1
11,135,73,0,4
11,135,74,0,4
11,135,75,3,2
11,135,76,0,2
11,136,62,0,1
11,136,67,1,1
11,136,68,1,6
11,136,70,0,8
11,136,72,1,6
11,136,73,0,8
11,136,74,0,2
11,136,75,0,1
11,136,81,0,1
11,137,65,0,6
11,137,66,0,1
11,137,67,0,1
11,137,68,0,1
11,137,69,0,1
11,137,70,0,1
11,137,72,0,1
11,137,73,1,1
11,137,75,0,1
11,137,84,0,1
11,138,62,0,1
11,138,66,0,3
11,138,67,0,5
11,138,68,0,8
11,138,69,0,2
11,138,70,0,1
11,138,71,0,2
11,138,72,0,3
11,138,79,8,150
11,139,57,0,1
11,139,62,0,1
11,139,66,0,1
11,139,67,0,2
11,139,68,1,1
11,139,69,0,1
11,139,70,0,1
11,139,71,5,0
11,140,58,0,2
11,140,61,0,1
11,140,62,1,1
11,140,65,0,1
11,140,66,0,2
11,140,67,0,3
11,140,68,0,1
11,140,69,0,2
11,140,70,0,4
11,140,74,1,2
11,141,50,0,1
11,141,57,0,1
11,141,60,0,1
11,141,61,0,1
11,141,62,0,6
11,141,67,0,12
11,141,70,0,7
11,141,71,0,1
11,141,73,0,1
11,141,74,1,0
11,141,78,0,1
11,141,79,1,1
11,142,63,0,1
11,142,65,0,1
11,142,69,0,2
11,142,71,0,2
11,142,74,0,1
11,142,85,2,0
11,143,68,0,1
11,143,75,0,1
